Name,ID,number of warnings,Reason,Date (YYYY-MM-DD),Expiry - 60 / ∞ / ∅
Riince,138344069553324032,,"""However, you still changed your nickname to offensive things, posted contextless and sexually suggestive imagery and textual content, and just plain was a dick""",2016-09-30,
Egg,191243166882463744,,Posting memes in #home after administrative instruction not to.,2016-09-30,
Xxerox,147387359061606400,,Being a dick to staff and complaining about the nsfw rules,2016-09-27,can we ban him yet 😒 (addendum: rip in ban)
MicrowavePizza,181706953129459713,,spammed #newhome with mindless shit.,2016-09-19,wham bam thank you madam
MicrowavePizza,181706953129459713,,Was rude to a mod and told them to fuck off when the mod was asking them to moderate their behavior,2016-09-17,he won't make it another week before he gets banned
MicrowavePizza,181706953129459713,,ignored a mod's orders to drop the converstation topic,2016-09-15,why do people feel entitled to get the last word in?
Darkness Reigns (crissy),213239790580137984,,"Was told to stop server shilling two times, guess what they did?",2016-09-14,
"owo championship/ Default User
",113610951059570692,,Lotsa owo spam in #untertem (you could scroll up for ages),2016-09-11,
HutchJumper,205113202747375618,,Very excessive spamming in #undertem.,2016-09-10,
Rinnychan/Rinstar,222157812149518341,,"Was warned not to shitpost in music box, went ahead and shitposted",2016-09-09,user is blacklisted from using Napstaton
Noobman3,219548132797710336,,Spamming a sans dressed as a dick sprite after being told not to.,2016-09-06,Kicked due to inactivity
PacMania67,76708663850446848,,Spamming shitty cartoons/comedy sketches in #mediaclub,2016-09-04,has also spammed the fuck out of #undertem
el harambe/clood,138690842696089601,,being a dick in #newhome and going at it with another user,2016-09-04,
Vape-poreon,194657126369460224,,went at another user and got a third warning for it so banne,2016-09-03,User was banned
The Piano Man/Doomarachi/Vape-Poreon,194657126369460224,,Interrupting conversations in #newhome and trying to ping @everyone,2016-09-02,User was banned
Partii (Partypunchers1235)#8673 ,200350227553583104,,"Irrelevant, massive posts in #newhome",2016-09-01,"User was banned (Banned immediately after doing it again, after I told him he would be banned for doing it again.)"
Strč prst skrz krk,220544319424036864,,Spamming some video in #newhome,2016-08-31,User was kicked due to unresponsiveness.
Strč prst skrz krk,220544319424036864,,Spamming ascii swastikas and a discord raid server invite in #newhome,2016-08-31,User was kicked due to unresponsiveness.
Nostalgia,73481618873913344,,Posting NSFL content in #newhome,2016-08-27,
JumboDS64,192472135787085824,,Spamming in #newhome,2016-08-23,
Xvexle,206832237495320588,,Trying to bait people with trans/feminists are Idiots arguments.,2016-08-22,
HutchJumper,205113202747375618,,Interrupting conversations in #newhome with memes and trying to stir shit up,2016-08-21,
Dunkrat,159701274433028096,,"Posting ""Dicks Out for Harambe"" jokes to Orangestar's chagrin",2016-08-20,"User was banned (changed username to ""DICKS OUT FOR HARAMBE"" then left while foreboden)"
normal-human-tron-5000,215763556560404491,,Being racist toward syrian refugees and playing ISIS music through the music bot.,2016-08-18,User was banned
normal-human-tron-5000,215763556560404491,,Being racist toward syrian refugees and playing ISIS music through the music bot.,2016-08-18,User was banned
normal-human-tron-5000,215763556560404491,,spamming swastikas in newhome,2016-08-18,User was banned
romale05,168094466249457665,,Spamming massive flowey ascii art.,2016-08-18,
The Piano Man/Doomarachi,194657126369460224,,Posting NSFW content outside of NSFW channels,2016-08-13,User was banned
Big Funk,90884736460795904,,Spamed every chanel with:Why is no one in voice chat and was a dick against mods in judgementhall.,2016-08-10,"Expired, left server"
♥Chara♥,191051689208315904,,Posting a screamer link (and a message telling people not to click it),2016-08-09,Expired
Pikachu,118188759018635265,,"Rudeness (""undertale can suck my diiiiiiiiiick"")",2016-08-05,"Expired, left server
"
yee haw,185878176231063552,,Using tags command excessively in #newhome,2016-08-04,Expired
jd6,114767302204850183,,Participating in a mini raid to unban another user,2016-08-03,Expired
WayTheDemon,198136316444016642,,Spamming memes after administrative intervention,2016-07-29,User was banned
WayTheDemon,198136316444016642,,Spamming memes after administrative intervention,2016-07-29,User was banned
WayTheDemon,198136316444016642,,User was banned after posting NSFW content in #undertem,2016-07-29,User was banned
Pig,163881057957969920,,Spamming swastikas in newhome,2016-07-27,(Expiration on hold due to outstanding situation)
Red Guy,171043566657863680,,Spamming his video everywhere including queueing it to musicbox then saying that wasn't a good reason to blacklist him.,2016-07-27,User was banned
JumboDS64,192472135787085824,,"Really, you shouldn't use mentions of any kind in tag parameters, let alone role mentions.",2016-07-27,
"  ",119149663411503104,,Massive contextless blank spaces.,2016-07-23,User was banned
ConcreteFrequencies,140880146902024192,,Posting porn in #newhome,2016-07-11,User was banned
even151,202036886481403904,,Spamming after administrative intervention,2016-07-11,Expired
Sir Fluffie,164608105777332226,,Server shilling outside of #undertem,2016-07-06,User was banned
existence is pain,199208077730250752,,Spamming memes in #newhome,2016-07-05,Expired
<Random_Pivot>,83708229015568384,,Harassing users and spamming.,2016-07-05,Expired
existence is pain,199208077730250752,,Spamming memes in #newhome,2016-07-05,"Expired, left server before notified"
Telespentry,145598065313579008,,Interrupting conversations in #newhome,2016-07-05,User was banned
Telespentry,145598065313579008,,Refused to change unmentionable username.,2016-07-02,User was banned for an unrelated reason
Chell Imaginary,194456044917882880,,Refused to change unmentionable username.,2016-07-02,Expired
SilverStarApple,188694126190002176,,"Purposefully tried to @everyone, saying it would piss the mods off.",2016-07-02,Expired
🇺🇸 TRUMP 2016 🇺🇸,159482283835916288,,User was banned after attempting to start percieved attacks against other users.,2016-07-01,User was banned
Appa,162117085428842496,,Spam instantly after an administrator intervened,2016-07-01,Expired
🇺🇸 TRUMP 2016 🇺🇸,159482283835916288,,Spam in #newhome.,2016-06-30,User was banned
Mexi CO.,159482283835916288,,Posting of possible offensive content. / Possibly offensive username/avatar combo. (Virginia Tech shooter.),2016-06-20,User was banned
Asriel,161008566705061890,,Repeated spam after request to stop.,2016-06-12,Expired
Bipolaroo,102946057566035968,,Continued argument after request to stop,2016-04-12,Expired
* quiet seal puffus * (Ramza),104637294169849856,,Continued argument after request to stop,2016-04-12,Expired
Asriel dreemur16,147423978271670273,#REF!,Rule 1 Violation at it's heart.,2016-04-07,Expired
The Angelic Dog,131525678515355648,,Rule 1 Violation (being a dick and refusing admins' orders),2016-03-30,Expired
eleethacker1337,94877703311728640,,spamming memes,2016-03-23,Expired
Skulltrail,81216735872548864,,Rule 1 violation (abusing a bug to ping everyone),2016-03-15,Expired
Neologo,111277199868342272,,posting inappropriate content,2016-03-14,Expired
The Angelic Dog,131525678515355648,,Rule 1 Violation (being a dick and refusing admins' orders),2016-02-28,Expired
Captain Viridian,132649293491339264,,Rule 5 Violation (Distributed copy of Undertale),2016-02-14,Expired
Buk Lau,146773190503301120,,Rule 1 Violation,2016-02-10,Expired
Name.|ML,112730204220235776,,Repeated invitation of bots after administrative intervention.,2016-01-30,Expired
Sheldon,107299728592515072,,Repeated invitation of bots after administrative intervention.,2016-01-30,Expired
Heinchecker,113288363401867264,,"Calling Roske ""insane""",2016-01-23,Expired
Timeline Guardian,113078084965584896,,Intentional irritation of staff and members,2016-01-09,Expired
Roske,111775216744534016,,basically pissed off fela,1970-12-01,
Roske,111775216744534016,,basically pissed off fela,1970-12-01,Expired
eye-sigil,97788939196182528,,Not really necessary but figured it should be on here just for new staff.,1970-01-01,"User is banned. May get unbanned someday, but for now he's banned. User unbanned as of 9/16/2016, no reason given. ¯\_(ツ)_/¯"
,,,,,
BuckBumble,302248755451920386,,"Spamming irrelevant images of a wikihow article, claiming they were art somehow.",2017-05-16,
BuckBumble,302248755451920386,,Pasting three verses of the DK rap in newhome the moment he left #judgmenthall.,2017-05-16,
BuckBumble,302248755451920386,,"Questionable embed in newhome, constant derailment",2017-05-16,
SansThePunMaster,301350544348282881,,Multiple large ASCII posting in newhome and mediaclub,2017-05-17,
mayflower1117,258699795135201290,,Constantly derailing chat and then tried to fyt porn.,2017-05-19,
SANS,280749012628406273,,"small spam in newhome, somewhat uncooperative with staff.",2017-05-20,
Nyan heh heh,303741642597335041,,Continuing to post shipping even after being told to stop several times by users and staff,2017-05-22,
G4LLOWSC4L1BR4TOR,192089454305869824,,Posting shipping art right after nrh said they'd toss the next person to post shipping art,2017-05-22,
BreadScientist,200011857178787840,,Pinging every user they possibly could.,2017-05-22,
DarkHero,231086100863516672,,Spamming #newhome with a link to a youtube video.,2017-05-23,
ThatAsianShipper,231921965407928320,,Continuing to discuss a topic after being told to stop.,2017-05-24,
Dabbing Dapperson,303741642597335041,,Continuing to discuss a topic after being told to stop.,2017-05-24,
Shadowriser609,172416484813963265,,baiting in newhole,2017-05-24,
ThatAsianHomestuckTrash,231921965407928320,,"Constantly 'shipping' users, even after being told to stop.",2017-05-25,
FirepowerRonnitam,291485063571308545,,"Attention whoring, capslock ranting, suicide threats, general immaturity.",2017-05-26,
MichiRecRoom,98296942768967680,,"Constantly arguing with GMs about semantics regarding their demotion. Weighed on everyone's nerves for way too long.

Common sense. Look it up.",2017-05-27,
Goko,149347762843025408,,Continuing to post random embeds in #newhome after being asked to stop by moderators.,2017-05-27,
Awesomer2715,210520118109667328,,Continually impersonating people.,2017-05-27,
CharaTheHuman,151909853172858880,,Randomly DMing people. Again. After being banned for it.,2017-05-28,
CharaTheHuman,151909853172858880,,Belated permanent warning due to unban.,2017-05-28,∞
Modern,200817811247988747,,Permanent warning due to unban.,2017-05-29,Unban 1. ∞
Madzci/Bathsalts,278007634588598282,,Rule 1 violation by starting things in newhome,2017-05-30,
Madzci/Bathsalts,278007634588598282,,Permanent warning for unban,2017-05-30,Unban 1. ∞
Raphaen,109084824664281088,,"Borderline NSFW Meme, good job m8",2017-05-30,
Kepezelion,298556403402932234,,Making a joke about not being trans and then deleting it while isy was already clearly pissed,2017-06-02,
Kyösti Kallo,161078012161294336,,Posting a finnish version of the navy seals copy pasta,2017-06-04,
sicc,187737515141103616,,Racial slur in newhome.,2017-06-05,
☬๖ۣۜDคякЄ๋ɗεภ☬,249949091046490112,,fucking memedog for the millionth damn time,2017-06-05,
James Hoxworth,232335181636304898,,Posting NSFW of Muffet in #newhome,2017-06-06,
James Hoxworth,232335181636304898,,Posting NSFW again in #newhome,2017-06-06,
StarLuigi05,310171822429569074,,"Posted a wall of YEEEEE in newhome, did not respond while foreboden",2017-06-06,http://i.imgur.com/YAQxZ2f.png
DJCharlieBlue,283623227232878592,,"Direct calling/DMing a user at random for no reason, even when asked to stop.",2017-06-07,
kwyd,306767928563597312,,Invite whoring.,2017-06-07,
Armistice,253277974869049345,,Aggression towards Blobbo,2017-06-08,
Ronni22,291485063571308545,,Bringing up the KPE issue again.,2017-06-09,
SunnySquashGod,289606994908676098,,Spam in #newhome.,2017-06-10,
Madzci,278007634588598282,,Dug up old drama,2017-06-11,user is banned
EliteTylerMan,308117176215273473,,Randomly meming and random memes after being told to stop,2017-06-12,
HutchJumper,205113202747375618,,Random embeds and memery in #newhome immediately after a guy in #newhome got rolebanned for random embeds and memery,2017-06-12,
fire mario or whatever,173116021282963456,,Refusing to stop speaking in wingdings.,2017-06-16,
GenoSans,104981431641493504,,Shitposting in #newhome after being warned against doing so by a moderator.,2017-06-16,
Dalektyr,283728635037483009,,"Spamming emotes in #newhome, even after being told to stop several times.",2017-06-16,
kirito,324636987460026368,,wall of text copypasta in undernet,2017-06-17,
kirito,324636987460026368,,Harassment towards a users in DMs,2017-06-17,
Dr.Gaster(i like trains),315232230240813057,,Shilling ,2017-06-19,
Holy Yeastus,303741642597335041,,Posting a NSFW fanfic in #trashcan-beta.,2017-06-20,
|Papa|H3C|,280772674907799554,,Shilling,2017-06-21,
✪Whynot,270316420594663424,,Repeated 'no' spam in newhome,2017-06-23,
ZeroSanity,274598917117575170,,Posting a paragraph definition about vore the day after being told not to,2017-06-25,
CylarAtTheKinkMachine,266960416368885761,,Posting an image of tom cutting jerry,2017-06-27,
